city,date_time,maxtempC,Cigarette consumption per year per person,Density(P/km2),age_greater_65,median_age,mintempC,humidity,confirmed cases
China,2020-01-22,7,"2,043",153,"152,098,421",37.4,-1,36,32
China,2020-01-23,7,"2,043",153,"152,098,421",37.4,1,44,264
China,2020-01-24,3,"2,043",153,"152,098,421",37.4,-6,42,261
China,2020-01-25,7,"2,043",153,"152,098,421",37.4,-1,47,462
China,2020-01-26,3,"2,043",153,"152,098,421",37.4,0,46,688
China,2020-01-27,4,"2,043",153,"152,098,421",37.4,0,53,776
China,2020-01-28,5,"2,043",153,"152,098,421",37.4,0,54,1776
China,2020-01-29,7,"2,043",153,"152,098,421",37.4,1,49,1460
China,2020-01-30,10,"2,043",153,"152,098,421",37.4,1,45,1739
China,2020-01-31,11,"2,043",153,"152,098,421",37.4,3,37,1984
China,2020-02-01,4,"2,043",153,"152,098,421",37.4,0,23,2101
China,2020-02-02,4,"2,043",153,"152,098,421",37.4,-1,46,2590
China,2020-02-03,5,"2,043",153,"152,098,421",37.4,0,28,2827
China,2020-02-04,2,"2,043",153,"152,098,421",37.4,-4,30,3233
China,2020-02-05,-3,"2,043",153,"152,098,421",37.4,-6,63,3892
China,2020-02-06,-2,"2,043",153,"152,098,421",37.4,-7,78,3697
China,2020-02-07,5,"2,043",153,"152,098,421",37.4,-3,71,3151
China,2020-02-08,4,"2,043",153,"152,098,421",37.4,-5,55,3387
China,2020-02-09,9,"2,043",153,"152,098,421",37.4,0,57,2653
China,2020-02-10,13,"2,043",153,"152,098,421",37.4,3,44,2984
China,2020-02-11,11,"2,043",153,"152,098,421",37.4,5,49,2473
China,2020-02-12,15,"2,043",153,"152,098,421",37.4,6,50,2022
China,2020-02-13,14,"2,043",153,"152,098,421",37.4,5,57,1820
China,2020-02-14,2,"2,043",153,"152,098,421",37.4,-1,80,1998
China,2020-02-15,-1,"2,043",153,"152,098,421",37.4,-4,30,1506
China,2020-02-16,2,"2,043",153,"152,098,421",37.4,-3,26,1120
China,2020-02-17,10,"2,043",153,"152,098,421",37.4,-1,33,19461
China,2020-02-18,8,"2,043",153,"152,098,421",37.4,1,40,1893
China,2020-02-19,9,"2,043",153,"152,098,421",37.4,2,51,1752
China,2020-02-20,7,"2,043",153,"152,098,421",37.4,1,64,395
China,2020-02-21,10,"2,043",153,"152,098,421",37.4,3,35,894
China,2020-02-22,11,"2,043",153,"152,098,421",37.4,2,22,823
China,2020-02-23,13,"2,043",153,"152,098,421",37.4,1,26,650
China,2020-02-24,11,"2,043",153,"152,098,421",37.4,4,37,220
China,2020-02-25,11,"2,043",153,"152,098,421",37.4,6,33,518
China,2020-02-26,9,"2,043",153,"152,098,421",37.4,4,38,411
China,2020-02-27,8,"2,043",153,"152,098,421",37.4,3,39,439
China,2020-02-28,12,"2,043",153,"152,098,421",37.4,4,37,331
China,2020-02-29,9,"2,043",153,"152,098,421",37.4,4,56,433
China,2020-03-01,10,"2,043",153,"152,098,421",37.4,4,31,574
China,2020-03-02,11,"2,043",153,"152,098,421",37.4,6,30,206
China,2020-03-03,8,"2,043",153,"152,098,421",37.4,0,24,130
China,2020-03-04,12,"2,043",153,"152,098,421",37.4,2,18,118
China,2020-03-05,10,"2,043",153,"152,098,421",37.4,4,25,143
China,2020-03-06,12,"2,043",153,"152,098,421",37.4,4,43,146
China,2020-03-07,18,"2,043",153,"152,098,421",37.4,7,44,102
China,2020-03-08,11,"2,043",153,"152,098,421",37.4,5,72,46
China,2020-03-09,12,"2,043",153,"152,098,421",37.4,8,61,45
China,2020-03-10,11,"2,043",153,"152,098,421",37.4,6,16,20
China,2020-03-11,18,"2,043",153,"152,098,421",37.4,5,21,31
China,2020-03-12,13,"2,043",153,"152,098,421",37.4,7,20,26
China,2020-03-13,13,"2,043",153,"152,098,421",37.4,4,13,10
China,2020-03-14,15,"2,043",153,"152,098,421",37.4,7,17,30
China,2020-03-15,18,"2,043",153,"152,098,421",37.4,9,28,27
China,2020-03-16,18,"2,043",153,"152,098,421",37.4,6,36,29
China,2020-03-17,22,"2,043",153,"152,098,421",37.4,13,20,39
Italy,2020-01-22,14,"1,493",206,"13,749,132",45.5,8,65,
Italy,2020-01-23,17,"1,493",206,"13,749,132",45.5,8,67,
Italy,2020-01-24,14,"1,493",206,"13,749,132",45.5,10,70,
Italy,2020-01-25,14,"1,493",206,"13,749,132",45.5,10,79,
Italy,2020-01-26,13,"1,493",206,"13,749,132",45.5,9,79,
Italy,2020-01-27,15,"1,493",206,"13,749,132",45.5,8,75,
Italy,2020-01-28,12,"1,493",206,"13,749,132",45.5,10,82,
Italy,2020-01-29,15,"1,493",206,"13,749,132",45.5,10,74,
Italy,2020-01-30,14,"1,493",206,"13,749,132",45.5,8,70,
Italy,2020-01-31,13,"1,493",206,"13,749,132",45.5,10,74,
Italy,2020-02-01,15,"1,493",206,"13,749,132",45.5,10,82,0
Italy,2020-02-02,16,"1,493",206,"13,749,132",45.5,11,83,0
Italy,2020-02-03,18,"1,493",206,"13,749,132",45.5,11,80,0
Italy,2020-02-04,18,"1,493",206,"13,749,132",45.5,10,66,0
Italy,2020-02-05,12,"1,493",206,"13,749,132",45.5,7,35,0
Italy,2020-02-06,12,"1,493",206,"13,749,132",45.5,5,33,0
Italy,2020-02-07,14,"1,493",206,"13,749,132",45.5,5,40,1
Italy,2020-02-08,15,"1,493",206,"13,749,132",45.5,7,47,0
Italy,2020-02-09,14,"1,493",206,"13,749,132",45.5,8,63,0
Italy,2020-02-10,13,"1,493",206,"13,749,132",45.5,10,80,0
Italy,2020-02-11,17,"1,493",206,"13,749,132",45.5,12,79,0
Italy,2020-02-12,16,"1,493",206,"13,749,132",45.5,10,64,0
Italy,2020-02-13,14,"1,493",206,"13,749,132",45.5,9,69,0
Italy,2020-02-14,17,"1,493",206,"13,749,132",45.5,11,60,0
Italy,2020-02-15,19,"1,493",206,"13,749,132",45.5,9,52,0
Italy,2020-02-16,17,"1,493",206,"13,749,132",45.5,10,61,0
Italy,2020-02-17,16,"1,493",206,"13,749,132",45.5,9,60,0
Italy,2020-02-18,13,"1,493",206,"13,749,132",45.5,10,74,0
Italy,2020-02-19,13,"1,493",206,"13,749,132",45.5,9,77,0
Italy,2020-02-20,18,"1,493",206,"13,749,132",45.5,7,65,0
Italy,2020-02-21,17,"1,493",206,"13,749,132",45.5,10,57,0
Italy,2020-02-22,16,"1,493",206,"13,749,132",45.5,9,64,6
Italy,2020-02-23,17,"1,493",206,"13,749,132",45.5,9,71,67
Italy,2020-02-24,19,"1,493",206,"13,749,132",45.5,10,73,48
Italy,2020-02-25,16,"1,493",206,"13,749,132",45.5,11,74,105
Italy,2020-02-26,16,"1,493",206,"13,749,132",45.5,9,58,93
Italy,2020-02-27,13,"1,493",206,"13,749,132",45.5,6,45,78
Italy,2020-02-28,17,"1,493",206,"13,749,132",45.5,11,52,250
Italy,2020-02-29,14,"1,493",206,"13,749,132",45.5,8,57,238
Italy,2020-03-01,15,"1,493",206,"13,749,132",45.5,11,76,240
Italy,2020-03-02,16,"1,493",206,"13,749,132",45.5,10,80,561
Italy,2020-03-03,13,"1,493",206,"13,749,132",45.5,9,61,347
Italy,2020-03-04,15,"1,493",206,"13,749,132",45.5,7,63,466
Italy,2020-03-05,13,"1,493",206,"13,749,132",45.5,6,61,587
Italy,2020-03-06,15,"1,493",206,"13,749,132",45.5,10,69,769
Italy,2020-03-07,16,"1,493",206,"13,749,132",45.5,9,67,778
Italy,2020-03-08,16,"1,493",206,"13,749,132",45.5,7,54,1247
Italy,2020-03-09,14,"1,493",206,"13,749,132",45.5,7,57,1492
Italy,2020-03-10,16,"1,493",206,"13,749,132",45.5,8,57,1797
Italy,2020-03-11,18,"1,493",206,"13,749,132",45.5,9,61,977
Italy,2020-03-12,19,"1,493",206,"13,749,132",45.5,12,66,2313
Italy,2020-03-13,18,"1,493",206,"13,749,132",45.5,12,74,2651
Italy,2020-03-14,17,"1,493",206,"13,749,132",45.5,11,76,2547
Italy,2020-03-15,17,"1,493",206,"13,749,132",45.5,9,70,3497
Italy,2020-03-16,19,"1,493",206,"13,749,132",45.5,9,56,3590
Italy,2020-03-17,19,"1,493",206,"13,749,132",45.5,12,56,3233
Iran,2020-01-22,4,937,52,"5,058,998",30.3,-1,76,
Iran,2020-01-23,4,937,52,"5,058,998",30.3,-1,78,
Iran,2020-01-24,6,937,52,"5,058,998",30.3,-1,52,
Iran,2020-01-25,6,937,52,"5,058,998",30.3,-2,50,
Iran,2020-01-26,6,937,52,"5,058,998",30.3,-1,50,
Iran,2020-01-27,9,937,52,"5,058,998",30.3,0,43,
Iran,2020-01-28,7,937,52,"5,058,998",30.3,-1,46,
Iran,2020-01-29,7,937,52,"5,058,998",30.3,-1,48,
Iran,2020-01-30,8,937,52,"5,058,998",30.3,0,54,
Iran,2020-01-31,9,937,52,"5,058,998",30.3,3,47,
Iran,2020-02-01,7,937,52,"5,058,998",30.3,-1,48,
Iran,2020-02-02,5,937,52,"5,058,998",30.3,-4,53,
Iran,2020-02-03,7,937,52,"5,058,998",30.3,-1,44,
Iran,2020-02-04,9,937,52,"5,058,998",30.3,0,40,
Iran,2020-02-05,10,937,52,"5,058,998",30.3,1,52,
Iran,2020-02-06,15,937,52,"5,058,998",30.3,5,37,
Iran,2020-02-07,16,937,52,"5,058,998",30.3,6,35,
Iran,2020-02-08,15,937,52,"5,058,998",30.3,7,45,
Iran,2020-02-09,8,937,52,"5,058,998",30.3,3,48,
Iran,2020-02-10,6,937,52,"5,058,998",30.3,0,44,
Iran,2020-02-11,0,937,52,"5,058,998",30.3,-4,46,
Iran,2020-02-12,1,937,52,"5,058,998",30.3,-7,25,
Iran,2020-02-13,9,937,52,"5,058,998",30.3,-1,41,
Iran,2020-02-14,9,937,52,"5,058,998",30.3,-1,49,
Iran,2020-02-15,5,937,52,"5,058,998",30.3,-3,33,
Iran,2020-02-16,8,937,52,"5,058,998",30.3,-1,35,
Iran,2020-02-17,9,937,52,"5,058,998",30.3,2,56,
Iran,2020-02-18,13,937,52,"5,058,998",30.3,4,57,
Iran,2020-02-19,12,937,52,"5,058,998",30.3,5,51,
Iran,2020-02-20,8,937,52,"5,058,998",30.3,0,78,3
Iran,2020-02-21,14,937,52,"5,058,998",30.3,3,54,13
Iran,2020-02-22,15,937,52,"5,058,998",30.3,6,45,10
Iran,2020-02-23,14,937,52,"5,058,998",30.3,6,42,15
Iran,2020-02-24,16,937,52,"5,058,998",30.3,8,50,18
Iran,2020-02-25,10,937,52,"5,058,998",30.3,7,85,34
Iran,2020-02-26,7,937,52,"5,058,998",30.3,2,71,46
Iran,2020-02-27,15,937,52,"5,058,998",30.3,3,44,104
Iran,2020-02-28,13,937,52,"5,058,998",30.3,7,43,143
Iran,2020-02-29,18,937,52,"5,058,998",30.3,7,35,205
Iran,2020-03-01,19,937,52,"5,058,998",30.3,8,39,385
Iran,2020-03-02,10,937,52,"5,058,998",30.3,4,57,523
Iran,2020-03-03,10,937,52,"5,058,998",30.3,1,43,835
Iran,2020-03-04,15,937,52,"5,058,998",30.3,5,37,586
Iran,2020-03-05,18,937,52,"5,058,998",30.3,8,32,591
Iran,2020-03-06,16,937,52,"5,058,998",30.3,7,28,1234
Iran,2020-03-07,16,937,52,"5,058,998",30.3,7,35,1076
Iran,2020-03-08,15,937,52,"5,058,998",30.3,7,42,743
Iran,2020-03-09,17,937,52,"5,058,998",30.3,10,22,595
Iran,2020-03-10,17,937,52,"5,058,998",30.3,8,14,881
Iran,2020-03-11,17,937,52,"5,058,998",30.3,10,16,958
Iran,2020-03-12,22,937,52,"5,058,998",30.3,11,22,1075
Iran,2020-03-13,20,937,52,"5,058,998",30.3,11,26,1289
Iran,2020-03-14,19,937,52,"5,058,998",30.3,13,30,1365
Iran,2020-03-15,18,937,52,"5,058,998",30.3,12,39,2262
Iran,2020-03-16,19,937,52,"5,058,998",30.3,10,43,0
Iran,2020-03-17,18,937,52,"5,058,998",30.3,11,47,3
Spain,2020-01-22,10,"1,499",94,"9,054,365",42.7,5,74,
Spain,2020-01-23,11,"1,499",94,"9,054,365",42.7,4,73,
Spain,2020-01-24,10,"1,499",94,"9,054,365",42.7,6,83,
Spain,2020-01-25,9,"1,499",94,"9,054,365",42.7,6,86,
Spain,2020-01-26,11,"1,499",94,"9,054,365",42.7,6,78,
Spain,2020-01-27,9,"1,499",94,"9,054,365",42.7,5,85,
Spain,2020-01-28,13,"1,499",94,"9,054,365",42.7,8,89,
Spain,2020-01-29,12,"1,499",94,"9,054,365",42.7,8,86,
Spain,2020-01-30,12,"1,499",94,"9,054,365",42.7,8,85,
Spain,2020-01-31,15,"1,499",94,"9,054,365",42.7,9,86,
Spain,2020-02-01,17,"1,499",94,"9,054,365",42.7,11,87,
Spain,2020-02-02,16,"1,499",94,"9,054,365",42.7,9,87,0
Spain,2020-02-03,19,"1,499",94,"9,054,365",42.7,9,75,0
Spain,2020-02-04,23,"1,499",94,"9,054,365",42.7,10,62,0
Spain,2020-02-05,17,"1,499",94,"9,054,365",42.7,10,51,0
Spain,2020-02-06,18,"1,499",94,"9,054,365",42.7,6,71,0
Spain,2020-02-07,15,"1,499",94,"9,054,365",42.7,8,69,0
Spain,2020-02-08,13,"1,499",94,"9,054,365",42.7,7,81,0
Spain,2020-02-09,12,"1,499",94,"9,054,365",42.7,6,85,0
Spain,2020-02-10,18,"1,499",94,"9,054,365",42.7,8,79,1
Spain,2020-02-11,17,"1,499",94,"9,054,365",42.7,9,78,0
Spain,2020-02-12,16,"1,499",94,"9,054,365",42.7,10,78,0
Spain,2020-02-13,16,"1,499",94,"9,054,365",42.7,9,78,0
Spain,2020-02-14,20,"1,499",94,"9,054,365",42.7,8,69,0
Spain,2020-02-15,19,"1,499",94,"9,054,365",42.7,8,68,0
Spain,2020-02-16,17,"1,499",94,"9,054,365",42.7,12,67,0
Spain,2020-02-17,15,"1,499",94,"9,054,365",42.7,9,74,0
Spain,2020-02-18,14,"1,499",94,"9,054,365",42.7,7,60,0
Spain,2020-02-19,19,"1,499",94,"9,054,365",42.7,8,48,0
Spain,2020-02-20,21,"1,499",94,"9,054,365",42.7,9,42,0
Spain,2020-02-21,20,"1,499",94,"9,054,365",42.7,8,36,0
Spain,2020-02-22,24,"1,499",94,"9,054,365",42.7,12,34,0
Spain,2020-02-23,24,"1,499",94,"9,054,365",42.7,12,34,0
Spain,2020-02-24,22,"1,499",94,"9,054,365",42.7,10,39,0
Spain,2020-02-25,16,"1,499",94,"9,054,365",42.7,10,45,0
Spain,2020-02-26,15,"1,499",94,"9,054,365",42.7,8,47,0
Spain,2020-02-27,17,"1,499",94,"9,054,365",42.7,7,50,10
Spain,2020-02-28,19,"1,499",94,"9,054,365",42.7,9,47,13
Spain,2020-02-29,12,"1,499",94,"9,054,365",42.7,7,76,7
Spain,2020-03-01,13,"1,499",94,"9,054,365",42.7,7,79,13
Spain,2020-03-02,11,"1,499",94,"9,054,365",42.7,7,62,0
Spain,2020-03-03,13,"1,499",94,"9,054,365",42.7,5,72,69
Spain,2020-03-04,17,"1,499",94,"9,054,365",42.7,10,71,37
Spain,2020-03-05,14,"1,499",94,"9,054,365",42.7,9,69,47
Spain,2020-03-06,11,"1,499",94,"9,054,365",42.7,6,51,59
Spain,2020-03-07,16,"1,499",94,"9,054,365",42.7,5,52,117
Spain,2020-03-08,17,"1,499",94,"9,054,365",42.7,9,55,56
Spain,2020-03-09,17,"1,499",94,"9,054,365",42.7,8,49,159
Spain,2020-03-10,22,"1,499",94,"9,054,365",42.7,10,48,435
Spain,2020-03-11,23,"1,499",94,"9,054,365",42.7,12,57,615
Spain,2020-03-12,25,"1,499",94,"9,054,365",42.7,16,49,501
Spain,2020-03-13,22,"1,499",94,"9,054,365",42.7,13,59,825
Spain,2020-03-14,22,"1,499",94,"9,054,365",42.7,12,57,1266
Spain,2020-03-15,19,"1,499",94,"9,054,365",42.7,13,58,1522
Spain,2020-03-16,6,"1,499",94,"9,054,365",42.7,3,80,2000
Spain,2020-03-17,15,"1,499",94,"9,054,365",42.7,6,73,1438
South Korea,2020-01-22,7,"1,667",527,"7,445,058",41.8,1,34,0
South Korea,2020-01-23,9,"1,667",527,"7,445,058",41.8,2,50,0
South Korea,2020-01-24,6,"1,667",527,"7,445,058",41.8,1,66,1
South Korea,2020-01-25,8,"1,667",527,"7,445,058",41.8,2,69,0
South Korea,2020-01-26,9,"1,667",527,"7,445,058",41.8,2,62,0
South Korea,2020-01-27,7,"1,667",527,"7,445,058",41.8,4,60,2
South Korea,2020-01-28,9,"1,667",527,"7,445,058",41.8,4,62,0
South Korea,2020-01-29,8,"1,667",527,"7,445,058",41.8,3,59,0
South Korea,2020-01-30,9,"1,667",527,"7,445,058",41.8,3,53,0
South Korea,2020-01-31,6,"1,667",527,"7,445,058",41.8,1,68,7
South Korea,2020-02-01,8,"1,667",527,"7,445,058",41.8,2,50,1
South Korea,2020-02-02,5,"1,667",527,"7,445,058",41.8,0,43,3
South Korea,2020-02-03,3,"1,667",527,"7,445,058",41.8,0,45,0
South Korea,2020-02-04,3,"1,667",527,"7,445,058",41.8,-3,49,1
South Korea,2020-02-05,-4,"1,667",527,"7,445,058",41.8,-8,34,2
South Korea,2020-02-06,-1,"1,667",527,"7,445,058",41.8,-6,23,5
South Korea,2020-02-07,1,"1,667",527,"7,445,058",41.8,-3,38,1
South Korea,2020-02-08,3,"1,667",527,"7,445,058",41.8,-3,54,0
South Korea,2020-02-09,3,"1,667",527,"7,445,058",41.8,1,50,3
South Korea,2020-02-10,10,"1,667",527,"7,445,058",41.8,2,61,0
South Korea,2020-02-11,15,"1,667",527,"7,445,058",41.8,3,43,1
South Korea,2020-02-12,5,"1,667",527,"7,445,058",41.8,-1,72,0
South Korea,2020-02-13,13,"1,667",527,"7,445,058",41.8,5,81,0
South Korea,2020-02-14,17,"1,667",527,"7,445,058",41.8,5,72,0
South Korea,2020-02-15,14,"1,667",527,"7,445,058",41.8,7,69,0
South Korea,2020-02-16,0,"1,667",527,"7,445,058",41.8,-7,77,1
South Korea,2020-02-17,-3,"1,667",527,"7,445,058",41.8,-6,56,1
South Korea,2020-02-18,3,"1,667",527,"7,445,058",41.8,-5,39,1
South Korea,2020-02-19,5,"1,667",527,"7,445,058",41.8,0,50,20
South Korea,2020-02-20,11,"1,667",527,"7,445,058",41.8,2,57,53
South Korea,2020-02-21,11,"1,667",527,"7,445,058",41.8,3,58,100
South Korea,2020-02-22,7,"1,667",527,"7,445,058",41.8,1,58,142
South Korea,2020-02-23,7,"1,667",527,"7,445,058",41.8,0,44,256
South Korea,2020-02-24,11,"1,667",527,"7,445,058",41.8,3,52,161
South Korea,2020-02-25,6,"1,667",527,"7,445,058",41.8,-2,76,214
South Korea,2020-02-26,11,"1,667",527,"7,445,058",41.8,3,66,284
South Korea,2020-02-27,13,"1,667",527,"7,445,058",41.8,4,58,505
South Korea,2020-02-28,5,"1,667",527,"7,445,058",41.8,-4,75,571
South Korea,2020-02-29,14,"1,667",527,"7,445,058",41.8,5,63,813
South Korea,2020-03-01,11,"1,667",527,"7,445,058",41.8,7,51,586
South Korea,2020-03-02,8,"1,667",527,"7,445,058",41.8,1,43,476
South Korea,2020-03-03,9,"1,667",527,"7,445,058",41.8,6,51,600
South Korea,2020-03-04,5,"1,667",527,"7,445,058",41.8,1,56,516
South Korea,2020-03-05,7,"1,667",527,"7,445,058",41.8,0,38,438
South Korea,2020-03-06,10,"1,667",527,"7,445,058",41.8,4,29,518
South Korea,2020-03-07,12,"1,667",527,"7,445,058",41.8,4,33,483
South Korea,2020-03-08,19,"1,667",527,"7,445,058",41.8,6,42,367
South Korea,2020-03-09,15,"1,667",527,"7,445,058",41.8,8,38,248
South Korea,2020-03-10,8,"1,667",527,"7,445,058",41.8,0,71,131
South Korea,2020-03-11,7,"1,667",527,"7,445,058",41.8,1,34,242
South Korea,2020-03-12,12,"1,667",527,"7,445,058",41.8,4,44,114
South Korea,2020-03-13,7,"1,667",527,"7,445,058",41.8,4,38,110
South Korea,2020-03-14,8,"1,667",527,"7,445,058",41.8,3,38,107
South Korea,2020-03-15,8,"1,667",527,"7,445,058",41.8,3,41,76
